RemainingLow,RemainingHigh,StopNumber,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,0.677930478,0.322069522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3,0.838965239,0.161034761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,4,0.838965239,0.161034761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1,0.8729723,0.089243481,0.037784219,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,2,0.702551339,0.297448661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,3,0.78776182,0.193346071,0.01889211,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,4,0.78776182,0.193346071,0.01889211,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,0.873806502,0.106794796,0.019398702,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,2,0.953820718,0.046179282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,0.942542406,0.050991359,0.006466234,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,1,0.927262634,0.019513256,0,0,0,0.05322411,0,0,0,0,0,0,0,0,0,0
8,8,2,0.72282577,0,0,0.27717423,0,0,0,0,0,0,0,0,0,0,0,0
8,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,1,0.617749071,0.057156907,0.144170491,0.081150737,0.081150737,0,0.018622057,0,0,0,0,0,0,0,0,0
9,9,2,0.738986131,0.21229703,0,0,0,0.048716839,0,0,0,0,0,0,0,0,0,0
9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,4,0.785578401,0.089817979,0.04805683,0.027050246,0.027050246,0.016238946,0.006207352,0,0,0,0,0,0,0,0,0
10,10,1,0.817673259,0.033129198,0,0.149197542,0,0,0,0,0,0,0,0,0,0,0,0
10,10,2,0.181702356,0,0.818297644,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,1,0.734228965,0.016605168,0.039052952,0,0,0.044280443,0.165832472,0,0,0,0,0,0,0,0,0
11,11,2,0.33444948,0,0,0.66555052,0,0,0,0,0,0,0,0,0,0,0,0
11,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,1,0.745570509,0,0,0.139967131,0.08925596,0,0.0252064,0,0,0,0,0,0,0,0,0
12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,3,0.872785254,0,0,0.069983565,0.04462798,0,0.0126032,0,0,0,0,0,0,0,0,0
12,12,4,0.872785254,0,0,0.069983565,0.04462798,0,0.0126032,0,0,0,0,0,0,0,0,0
13,13,1,0.743142902,0.050262684,0.136541639,0,0,0.070052774,0,0,0,0,0,0,0,0,0,0
13,13,2,0.701290574,0,0,0.298709426,0,0,0,0,0,0,0,0,0,0,0,0
13,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,4,0.814811159,0.016754228,0.04551388,0.099569809,0,0.023350925,0,0,0,0,0,0,0,0,0,0
14,14,1,0.859046616,0,0,0.027711598,0,0,0.044557011,0.029888543,0,0.038796232,0,0,0,0,0,0
14,14,2,0.196601155,0.528157266,0,0,0,0,0,0,0.27524158,0,0,0,0,0,0,0
14,14,3,0.657403566,0,0,0,0,0,0,0,0.342596434,0,0,0,0,0,0,0
14,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,1,0.432692236,0.04000382,0.078370535,0.373330042,0,0,0,0,0,0.032747379,0,0,0.042855988,0,0,0
15,15,2,0.866733064,0,0,0,0.075542749,0,0.057724186,0,0,0,0,0,0,0,0,0
15,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,4,0.7664751,0.013334607,0.026123512,0.124443347,0.025180916,0,0.019241395,0,0,0.010915793,0,0,0.014285329,0,0,0
16,48,1,0.554096194,0.046378668,0.01471638,0.02481557,0.075328608,0.026682452,0.053865762,0.032202976,0.027103222,0.042156425,0.003055446,0.048481006,0,0.029339041,0.012120095,0.009658156
16,48,2,0.497788128,0.026661745,0.071676769,0.011366834,0.148717936,0.041088818,0.035377131,0.056267962,0.050087523,0.022515036,0,0.016115711,0.022336408,0,0,0
16,48,3,0.581392967,0.049698571,0.016252167,0.111040073,0,0.066650104,0.174966118,0,0,0,0,0,0,0,0,0
16,48,4,0.603394449,0,0.034673254,0.094722867,0,0.26720943,0,0,0,0,0,0,0,0,0,0
