TAZ,Work_0,Work_1,Work_2,Work_3,Work_4,Work_5,Work_6,University,School,Escort,Maintenance,Discretionary,AtWork
255,7.97065E-3,0.18382,0.25367,0.13169,0.40701,0.27687,6.34307,1.90488,0,0,0,0,0
256,-0.16688,-0.02878,0.06359,-0.04786,0.18614,0.42632,6.28813,1.84356,0,0,0,0,0
257,0.0596,0.22964,0.27511,0.1149,0.17177,0.12161,3.84664,1.94963,0,0,0,0,0
258,0.32568,0.33813,0.27316,0.19159,0.17316,0.59021,1.29249,1.32147,0,0,0,0,0
259,0.10508,0.8333,-0.16782,0.76394,0.34828,0.48462,0,0.08914,0,0,0,0,0
260,0.1796,0.37179,0.2825,0.19933,0.3501,0.32235,5.4844,2.63062,0,0,0,0,0
261,0.37155,0.73976,0.37811,0.44115,0.56742,0.87524,0,1.7597,0,0,0,0,0
262,0.10013,0.36594,0.44489,0.21224,0.14255,-0.04518,0,2.52701,0,0,0,0,0
263,0.27508,-0.20975,-0.07061,0.32409,0.21579,0.60546,6.82479,2.24992,0,0,0,0,0
264,0.31775,0.08962,0.37325,0.17158,0.56129,0.5478,0,2.02456,0,0,0,0,0
265,0.42239,0.39228,-0.47237,0.29112,0.37883,0.42899,1.0172,2.47442,0,0,0,0,0
266,0.30704,0.32384,0.03595,0.15559,0.06158,-1.38223E-3,6.80694,2.30971,0,0,0,0,0
267,0.27408,-0.09644,0.03362,0.31105,0.8082,-2.60193,0,1.9616,0,0,0,0,0
268,0.57456,0.55513,-0.2106,0.33811,0.29756,0.15211,0,2.29426,0,0,0,0,0
269,0.10743,0.07089,0.16594,0.58586,0.26316,0.40839,0.87794,2.97544,0,0,0,0,0
270,-0.49791,0.41878,-0.27023,0.58811,0.5354,-0.19786,0,0,0,0,0,0,0
271,-2.57956E-3,0.19794,0.377,0.50516,0.03269,0.40255,1.78602,1.942,0.99427,0,0,0,0
272,0.13879,-2.27194,0.19086,-0.13439,0.17195,0.73373,1.05642,1.98157,0,0,0,0,0
273,0.04436,-0.0543,0.28816,-0.26196,-0.05843,-0.15329,0,1.82948,1.32557,0,0,0,0
274,-0.0617,0.25097,0.1215,-0.15877,0.49453,0.56575,7.1942,2.01673,0,0,0,0,0
275,0.33933,-0.0121,-0.13992,0.20789,0.45206,0.57203,0,0.77263,0,0,0,0,0
276,0.04448,-0.09808,0.06874,0.04816,0.07799,0.33161,6.20089,2.07363,1.72754,0,0,0,0
277,0.17356,0.55101,0.27676,0.45646,0.15636,0.28966,0,0.14808,1.47823,0,0,0,0
278,0.35579,0.11774,0.70213,0.62156,-0.2703,0.57675,1.13942,2.09509,0,0,0,0,0
279,0.16789,0.16636,0.2779,0.03527,0.59419,0.18504,0.8341,1.65038,1.33899,0,0,0,0
280,0.05722,0.33432,0.12106,0.1093,-0.03563,0.26368,-2.29301,1.90743,0,0,0,0,0
281,0.15895,0.16735,6.80809E-3,0.22047,0.32533,0.47709,4.02827,1.83072,1.21552,0,0,0,0
282,0.17732,0.75991,0.44646,0.24795,0.73078,0.47699,1.04676,1.97812,1.3037,0,0,0,0
283,-0.09952,0.77684,0.32319,0.42423,0.33665,0.86832,0,1.0204,0,0,0,0,0
284,0.35715,-0.10761,0.97721,0.67704,0.62354,0.72205,0,0.86699,0,0,0,0,0
285,0.50869,0.26678,0.10833,0.56259,-0.11753,0.46352,0.10091,1.77907,1.83001,0,0,0,0
286,0.12859,0.28899,0.3312,0.17413,0.32963,0.45961,7.14063,1.17154,1.57589,0,0,0,0
287,-0.07931,0.16809,0.39043,0.24396,0.50684,0.48688,4.1663,1.87768,0,0,0,0,0
288,0.06582,0.27077,0.17852,0.29711,0.38483,0.50058,-2.41061,1.80789,0,0,0,0,0
289,0.21767,0.4206,-0.34008,0.2474,0.85898,0.07047,1.33929,2.16501,0,0,0,0,0
290,0.05702,-8.12692E-3,-0.46787,0.3037,0.71772,0.29777,0,0.98367,0,0,0,0,0
291,0.29852,0.41571,0.18357,-8.97795E-4,0.34544,-0.29131,0.90067,1.21084,0,0,0,0,0
292,0.10782,0.22795,0.11991,0.32767,-0.06432,-0.17931,6.21518,0.8335,0,0,0,0,0
293,0.58049,-0.20188,0.20383,0.45773,0.04949,0.13217,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0
295,-0.18684,0.28295,-0.08863,0.3781,0.80544,0.40317,0.81875,2.78512,1.80336,0,0,0,0
296,0.16041,0.03321,0.153,0.29411,2.89387E-3,0.51359,4.46338,1.72217,1.54803,0,0,0,0
297,-0.10756,0.40039,0.07936,0.306,0.20041,-0.11951,1.8102,1.77237,1.27791,0,0,0,0
298,-0.1618,0.15167,0.08625,0.11437,0.462,0.1857,4.74559,1.65839,0,0,0,0,0
299,0.36268,0.39929,0.2287,0.21918,0.47848,-0.02081,1.57109,1.89653,1.37332,0,0,0,0
300,0.03047,-0.16103,-0.07838,0.08427,0.13539,6.1748E-3,5.9676,1.61575,0,0,0,0,0
301,-0.03518,-0.13753,0.03778,0.31243,-0.03106,-0.07076,-1.07503,1.51556,0,0,0,0,0
302,0.08071,0.31537,0.32183,0.11652,0.82655,0.66126,4.60795,2.39707,0,0,0,0,0
303,-0.06948,0.02661,0.11441,0.05072,2.891E-3,0.15389,-0.22926,1.68963,0.94539,0,0,0,0
304,1.03588,0.03015,-0.34811,0.22484,-0.13782,0.43514,0,0,1.06735,0,0,0,0
305,-0.40624,-0.79514,-0.74411,0.27364,-0.02383,0.68113,-1.02302,0,0,0,0,0,0
306,0.02679,0.58112,0.25983,0.37417,-4.71732E-3,0.14571,0,0,0,0,0,0,0
307,0.11561,0.21627,0.19209,0.287,0.24843,0.0359,0,1.35166,0.86853,0,0,0,0
308,0.04287,0.16634,-0.02907,0.11458,-0.19367,0.62589,1.76546,1.56475,0.73003,0,0,0,0
309,0.0732,-0.10341,0.04265,0.13268,0.33311,0.39613,0,1.6511,0,0,0,0,0
310,-0.67845,0.06168,0.25016,0.12704,-0.01651,0.41109,1.71035,1.71283,0,0,0,0,0
311,0.08691,0.14054,0.18504,0.21666,0.08578,0.40162,6.62687,1.75598,0.83687,0,0,0,0
312,-0.0605,0.37409,0.18539,0.72307,0.0283,1.01826,1.13054,1.38236,1.25535,0,0,0,0
313,0.2224,0.39648,0.57027,0.50256,0.63233,-0.61254,-0.54344,0,0,0,0,0,0
314,-0.28039,-0.3562,0.51334,0.22594,0.74797,-0.20567,0,0.03773,0,0,0,0,0
315,0.20354,0.21665,-0.10172,0.152,1.77479E-3,0.61146,1.43579,1.99207,0.86982,0,0,0,0
316,0.08621,0.14874,0.09251,-0.09316,-0.05604,0.02436,7.71426,1.63263,0.93144,0,0,0,0
317,0.05525,0.18852,0.08558,0.17718,-0.06669,-0.14888,5.61763,1.75224,0.79292,0,0,0,0
318,0.24039,-0.23037,0.64827,0.10453,0.04082,0.85432,0,0,0,0,0,0,0
319,-0.28086,-0.2544,0.46563,0.20841,0.25108,0.64155,0,0.50201,0.70415,0,0,0,0
320,0.29259,0.32491,-0.16505,0.09303,-0.06415,1.35,0,0,1.13188,0,0,0,0
321,0.03211,0.30124,0.15701,0.60456,0.66656,0.91302,0,1.50254,0,0,0,0,0
322,0.2017,0.44294,0.02258,0.16371,0.30727,0.43157,2.72942,2.04643,0.93262,0,0,0,0
323,0.38368,0.18376,0.28723,0.09816,-0.02667,0.17339,7.0186,1.82995,0,0,0,0,0
324,0.16896,0.32002,-0.47976,0.4422,-0.12528,0.05928,0,0,0,0,0,0,0
325,0.01607,-0.01508,0.33924,-0.04255,0.24571,0.29038,6.94686,1.43274,1.09465,0,0,0,0
326,-0.04942,-0.49725,0.02267,-0.08569,0.72361,0.49727,0,1.96774,0,0,0,0,0
327,0,0,0,0,0.26986,0.47247,0,0,0,0,0,0,0
328,0.28701,0.34002,0.46551,0.13932,0.19907,0.30115,6.19906,1.79192,0,0,0,0,0
329,0.38056,0.56698,0.1741,0.06013,0.21603,0.3771,7.25649,0.86513,0,0,0,0,0
330,0.41311,0.26469,0.29138,0.27859,0.27948,0.558,0,0,0,0,0,0,0
331,0.32136,0.20628,0.0701,0.15931,0.15501,0.34774,7.00428,2.33318,0,0,0,0,0
332,0.32852,0.50131,0.12863,0.52507,0.27247,0.48235,6.27431,2.17571,0,0,0,0,0
333,-0.13644,-0.01534,-0.11769,-0.06101,-0.20316,-0.15423,6.54879,1.63463,0,0,0,0,0
334,0.11125,0.04275,0.3152,0.09937,0.31192,0.12397,4.59144,0.41764,0,0,0,0,0
335,0.68162,0.75425,0.47705,0.20984,1.03799,-0.06395,0,-0.31633,0,0,0,0,0
336,0.21775,0.06612,0.14572,0.05354,0.19635,0.03859,-0.71386,1.69652,0,0,0,0,0
337,-0.05124,0.35022,-0.15093,0.18182,-0.49528,-0.85316,0,3.77375,0,0,0,0,0
338,0.02327,0.39733,-0.41722,0.27433,-0.31435,0.52475,-0.18677,0.50112,0,0,0,0,0
339,-0.53299,0.07214,0.26894,0.11673,-1.07531,0.22156,0,1.93296,0,0,0,0,0
340,0.31771,0.18402,-0.07639,1.03801,1.11281,0.37212,0,1.77996,0.38401,0,0,0,0
341,0.24737,0.25259,-0.03821,0.10647,0.31768,0.37822,2.18833,1.71962,0,0,0,0,0
342,-0.05096,0.33719,0.25983,0.11063,0.62228,0.55378,0,1.38252,0,0,0,0,0
343,0.08879,-0.13625,0.01117,0.1214,4.32466E-3,0.02519,6.02389,0.74762,0,0,0,0,0
344,5.6491E-3,0.04161,-0.03673,0.15635,0.18804,0.27447,6.21454,1.61514,1.23586,0,0,0,0
345,0.16251,0.20862,0.02229,0.07989,0.36816,0.17013,6.20609,1.15201,0,0,0,0,0
346,0.16063,-0.0963,-0.05789,0.20636,0.18305,0.28678,5.88528,1.50071,0,0,0,0,0
347,0.21564,0.24122,0.20708,0.27755,0.22307,0.33319,6.70639,1.02816,0,0,0,0,0
348,0.16326,0.23169,-0.04289,0.22552,0.13125,-0.0523,-0.91117,2.04116,0,0,0,0,0
349,0.14056,0.05966,-0.07383,0.14016,0.0465,-0.04173,5.87517,1.71594,0,0,0,0,0
350,0.06471,0.07962,0.0573,0.21278,0.1204,0.25145,5.75738,1.65662,0,0,0,0,0
351,0.20144,0.01931,0.04517,0.19106,0.03894,0.46292,6.49731,1.78584,0,0,0,0,0
352,0.26968,0.03387,-0.04721,0.27949,0.31354,0.24514,6.56296,1.70799,1.05059,0,0,0,0
353,0.11647,0.09616,0.04733,0.02311,0.03692,0.34775,5.9745,1.45391,0,0,0,0,0
354,0.14103,0.47297,0.60908,0.34979,0.17724,0.69164,1.22422,2.68343,0,0,0,0,0
355,0.12538,0.08545,0.15791,0.17895,0.05489,0.1384,6.62617,1.83216,0.51848,0,0,0,0
356,-1.1168E-3,0.39415,0.02714,0.04977,-0.29382,-0.35613,-3.12344,1.91775,0,0,0,0,0
357,0.6455,-0.45131,0.5063,0.35755,0.80955,-2.68237E-3,1.0196,2.02906,0,0,0,0,0
358,0.14892,-0.14596,0.11172,0.16864,0.24375,0.29767,3.10282,2.01245,0,0,0,0,0
359,-0.13789,-0.24467,-0.16602,-0.13258,-0.02425,0.26318,5.34776,1.46286,0,0,0,0,0
360,0.46091,-0.23415,0.1919,0.09988,0.33043,0.12064,5.14527,1.51481,1.2705,0,0,0,0
361,0.30471,-0.18155,0.30487,-0.04238,0.2077,0.63224,6.70978,1.5648,1.09087,0,0,0,0
362,0.13218,0.16851,0.26972,0.36739,0.43175,0.65695,2.77753,1.04549,1.61238,0,0,0,0
363,0.32035,-0.29193,0.28704,0.39515,0.19638,0.13342,5.44736,1.85639,0,0,0,0,0
364,0.01885,0.17244,0.28701,0.17003,-0.012,0.42899,7.38092,1.52172,0.42005,0,0,0,0
365,0.16068,0.3946,0.2909,0.2482,0.47483,-0.04011,6.84541,2.2172,0,0,0,0,0
366,0.24095,0.1785,-0.18364,-0.09309,0.51925,-0.37103,7.15275,1.53384,0,0,0,0,0
367,0.13259,0.26003,0.32859,0.12202,0.13549,0.47717,0,1.64627,0,0,0,0,0
368,-0.02496,0.24304,6.68578E-3,-0.17724,0.58823,0.10344,6.68837,1.65413,0,0,0,0,0
369,0.07725,0.30285,-0.01809,0.13947,0.11173,0.42202,6.40106,1.84466,0,0,0,0,0
370,0.02051,0.208,0.45235,0.30373,0.51537,0.56912,3.18369,1.05193,1.00998,0,0,0,0
371,0.17027,0.20891,0.11439,0.22734,0.08183,0.20313,6.61721,0.46598,0,0,0,0,0
372,0.20164,0.55177,0.18122,0.24796,0,-1.43416,0,2.53753,0,0,0,0,0
373,0.07553,-0.1999,-0.11236,-0.02876,0.27858,0.14217,7.40272,1.98179,0,0,0,0,0
374,0.09113,0.29721,-0.15388,-0.04974,0.6037,0.49189,0,0,0,0,0,0,0
375,0.04012,0.07745,-0.12988,-0.09662,0.12741,0.20724,6.07725,1.63675,0.749,0,0,0,0
376,-0.14117,0.254,0,-0.65343,0,0,0,0,0,0,0,0,0
377,-0.04861,-0.0307,-0.03237,-0.08887,-0.2125,-0.08256,4.40706,1.65797,0,0,0,0,0
378,0.07311,0.19616,-9.7334E-3,0.01624,-0.16008,-0.12335,6.79144,1.83482,0,0,0,0,0
379,0.18515,0.09798,-0.11206,0.19502,0.39431,0.46915,1.05642,1.56959,0,0,0,0,0
380,-0.09634,0.18778,-0.08265,0.15869,0.19918,0.26029,5.49493,1.47858,0,0,0,0,0
381,-0.13478,-0.06371,-0.12498,-0.20478,-0.20014,-0.13955,6.27481,1.84592,0,0,0,0,0
382,-0.11133,-0.14991,-0.24992,0.01836,0.166,0.15197,6.171,1.46314,0,0,0,0,0
383,0.08625,0.02321,-0.09837,0.19898,0.22775,0.38696,7.08781,2.18388,0,0,0,0,0
384,0.38585,0.47377,0.70046,0.35254,0.20171,-0.1465,0,1.24852,1.60305,0,0,0,0
385,0.05904,0.3639,0.11662,0.14449,-0.13792,0.72863,2.40356,0.5724,0.78911,0,0,0,0
386,0.04772,0.01991,0.1145,0.31614,0.35373,0.55343,4.69401,1.91729,0.61284,0,0,0,0
387,0.2036,-0.71218,-0.15037,0.33877,0.13306,0.29611,6.1665,1.28896,0.40586,0,0,0,0
388,0.29598,0.1105,-0.05134,0.0216,0.34319,0.68051,0,1.96024,0,0,0,0,0
389,0.03541,-0.07745,0.09683,0.03706,0.20529,0.35467,5.3431,1.87323,1.42273,0,0,0,0
390,0,0,0,0,0.34925,0.43384,0,0,0,0,0,0,0
391,0.94605,-0.85073,0.29952,-0.03581,-0.5086,0,0,0.90515,0,0,0,0,0
392,0.15958,0.01789,-0.24756,0.1098,0.07665,0.46568,4.31699,1.60285,0,0,0,0,0
393,6.62082E-3,-0.2982,-0.08489,0.05995,0.04064,0.26872,0.15119,0.7827,0,0,0,0,0
394,-0.25701,-0.41719,-0.28873,-0.2978,-4.92616E-3,-0.18257,6.89649,1.39451,0.14612,0,0,0,0
395,-0.21376,-0.05067,-0.17898,-0.06123,3.75015E-3,0.20103,-0.27378,0,0,0,0,0,0
396,0.07659,0.06203,-0.25216,-0.29803,-0.29809,-0.3362,1.11251,1.76305,0.53689,0,0,0,0
397,0.1161,-0.14589,-0.26107,-0.09137,-0.23216,-0.25793,7.11274,1.16192,0,0,0,0,0
398,0.167,0.34002,-0.11545,0.03178,0.22729,0.04288,5.93613,-3.04607,0,0,0,0,0
399,1.12025,0.33893,7.35235E-3,0.58853,0.71108,0.37517,-1.64206,0,0,0,0,0,0
400,0.7247,0.24617,-0.69385,1.00491,-0.5576,-0.23136,0,1.98318,0,0,0,0,0
401,-0.15354,-0.14423,-0.08197,0.01091,0.2936,-6.72934E-3,6.64635,1.68135,0,0,0,0,0
402,-0.04206,-0.05664,-0.05188,0.01636,0.07589,-0.14756,6.43214,1.30032,0.82782,0,0,0,0
403,0.35178,0.19632,-0.04179,-0.09792,0.26638,-0.06636,4.01758,1.55247,0,0,0,0,0
404,0,-1.65853,0,-1.73128,-0.23417,0.34748,0,0,0.54484,0,0,0,0
405,0.34554,0.48293,-0.06094,0.37727,0.46332,0.68195,8.10429,1.76308,1.35678,0,0,0,0
406,0.17717,0.14993,0.11406,-0.13172,0.38492,-0.15177,5.82813,1.54634,0,0,0,0,0
407,0.12459,-0.07235,-0.09234,-0.09219,0.37099,0.04925,5.99131,1.64267,0.56717,0,0,0,0
408,0.3221,-0.47646,-0.20755,-0.08915,0.82808,-0.46915,0.97914,2.51469,0.23525,0,0,0,0
409,0.09165,-0.21361,-0.06709,-0.11818,-0.08182,0.27702,1.79436,2.0771,0,0,0,0,0
410,0.22385,0.05396,-0.32611,-0.11765,-0.22353,0.05286,1.23345,1.58681,0,0,0,0,0
411,-0.18681,-0.2482,-0.42751,-0.18918,-0.1812,-0.22367,5.82255,1.40303,0,0,0,0,0
412,-0.34967,-0.16323,-0.44309,-0.0396,0.42503,0.01686,6.21703,1.94112,0,0,0,0,0
413,-0.35288,-0.48295,-0.67892,-0.47169,-9.30414E-3,-0.2265,4.65896,1.50938,0,0,0,0,0
414,0.32252,-0.37154,-0.48049,0.36492,-0.08196,0.08547,1.7059,1.56737,0,0,0,0,0
415,0.16992,0.35412,0.09807,-0.16508,0.72767,-0.46771,0,1.47732,0,0,0,0,0
416,-0.11685,0.12161,0.03132,0.25982,0.27149,0.16189,5.35225,1.10482,0,0,0,0,0
417,0.09241,-0.06163,-0.13914,-0.03646,0.55138,0.31629,0.28323,0,0.43352,0,0,0,0
418,0.47228,0.24301,-0.74008,-0.42381,0.31598,0.15355,0,0.83846,0,0,0,0,0
419,-0.08656,-0.32222,-0.43034,-0.07241,-0.1983,0.35585,1.34943,1.59397,0,0,0,0,0
420,-1.06728,-0.03509,-1.46164,-0.81406,-0.31766,-0.42111,-1.71617,0,0,0,0,0,0
421,-0.10969,0.09559,-0.42553,-0.04724,0.23987,0.01859,3.05067,2.20663,0.24211,0,0,0,0
422,-0.09066,-0.15069,-1.03166,0.0886,0.28565,-0.98806,5.80633,1.48799,0,0,0,0,0
423,-0.09028,-0.02767,-0.58613,8.34747E-3,0.12685,0.19248,5.82139,1.60744,0,0,0,0,0
424,-0.20623,-0.17235,-0.52112,-0.30509,-0.16714,-0.16874,6.5269,1.68184,0,0,0,0,0
425,-0.04264,-0.36063,-0.39735,-0.19068,-0.03953,-0.07061,6.4087,1.27161,0,0,0,0,0
426,-9.74568E-3,0.23242,-0.38068,-0.18249,-0.24663,-0.08915,5.90624,1.3853,0.08639,0,0,0,0
427,-0.33556,-0.23489,-0.36496,-0.17939,-0.07105,0.26296,4.92815,1.26056,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0
429,-0.01602,0.1275,-0.35959,-0.06546,-0.13866,-0.18144,-0.36909,2.8009,0,0,0,0,0
430,-0.17009,-0.64631,-0.3781,-0.33794,0.18722,-0.14471,5.82777,1.60972,0,0,0,0,0
431,-0.22347,-0.17936,-0.45124,-0.17567,-0.32523,0.01218,6.44808,1.68661,0,0,0,0,0
432,-0.24459,0.04829,-0.27212,-0.20141,-0.02645,0.02241,0.53889,1.34917,0.55443,0,0,0,0
433,-0.19078,-0.19025,-0.44322,-0.29269,-0.21396,-0.06493,5.6929,1.48245,-0.01328,0,0,0,0
434,-0.29296,-0.72683,-0.52644,0,-1.68025,0,-1.28538,0,0,0,0,0,0
435,-0.01294,-0.13289,-0.58162,-0.07898,0.14268,0.01495,6.19938,1.50116,-0.22309,0,0,0,0
436,0.339,0.24127,-0.38339,0.24236,0.06213,0.65395,1.24527,1.8185,0,0,0,0,0
437,-0.16062,0.10482,-0.42203,0.32158,-0.22606,-0.32375,6.20459,1.42667,0.51272,0,0,0,0
438,-0.02361,-0.15814,-0.26395,-0.14888,-0.01692,6.25792E-3,6.26108,1.33633,0,0,0,0,0
439,0.28174,0.31418,-0.07291,0.33635,-0.01924,0.78421,2.36543,1.6287,1.41947,0,0,0,0
440,-0.14344,0.40507,-0.58169,-0.01561,0.16994,0.15097,0,-0.59502,0,0,0,0,0
441,0.02629,-0.34857,-0.55103,-0.4749,0.31386,0.38349,0.34386,0.3368,0,0,0,0,0
442,-0.55385,-0.31896,-1.39933,-0.47928,-0.15568,0.01804,0.37681,2.1013,-1.14156,0,0,0,0
443,-0.1742,-0.30799,-0.04934,-0.25886,0.19287,-0.64006,0,0,0,0,0,0,0
444,-0.09196,-0.47068,-0.97588,-0.42157,-0.38907,-0.11344,6.16316,0.53547,-0.64447,0,0,0,0
445,-0.28154,-0.23965,-0.67866,-0.42718,-0.12101,-0.3655,1.03701,1.60889,0,0,0,0,0
446,-0.13437,-0.28177,-0.87325,-0.48378,-0.06084,-0.08963,6.36295,1.52188,0,0,0,0,0
447,-0.38579,-0.32745,-0.65471,-0.58149,-0.2148,0.07555,6.91048,1.43053,-0.60753,0,0,0,0
448,0.68997,0.01958,-0.53795,-0.08116,-0.26814,0.19352,-0.24446,-0.16577,-0.75747,0,0,0,0
449,-0.17055,-0.21725,-0.61477,-0.62503,0.02448,0.14855,6.64867,1.72531,-0.53892,0,0,0,0
450,-0.21111,-0.56775,-0.10305,-0.5603,-0.26715,-0.5532,0.2187,2.98413,0,0,0,0,0
451,-0.27401,-0.51202,-0.45129,-0.55245,-0.14621,-0.51917,5.32198,1.45707,0,0,0,0,0
452,0.18264,-0.43237,-1.43839,-0.77671,-1.03088,0.44949,0,1.88742,0,0,0,0,0
453,-0.15934,-0.17956,-0.43569,-1.89996,0.44384,-0.47082,0,0,-0.97368,0,0,0,0
454,-0.22637,-0.34372,-0.66744,-0.55698,-0.26531,-0.18645,6.27155,1.81603,-1.43332,0,0,0,0
455,-0.17047,-0.39982,-0.92256,-0.64484,-0.3964,-0.45493,5.90968,1.00731,0,0,0,0,0
456,-0.36169,-0.4618,-0.82326,-0.65862,0.21183,-0.01574,6.31454,1.18685,0,0,0,0,0
457,-0.26487,-0.45361,-0.84503,-0.55041,-0.47098,0.17254,5.98925,0.8504,0,0,0,0,0
458,-0.16644,-0.06851,-0.4293,-1.23209,0.35242,0.66595,0,1.88224,0,0,0,0,0
459,0.26259,-0.20079,-0.6367,-0.17722,0.16258,-0.02682,-0.90495,-0.11208,-0.9096,0,0,0,0
460,-0.07091,-0.05048,-0.55518,-0.38713,-0.17643,-0.45928,6.47105,1.7614,0,0,0,0,0
461,-0.42175,-0.49938,-0.68156,-0.21376,-0.08322,-0.06366,6.44946,1.86208,0,0,0,0,0
462,-0.28223,-0.26229,-0.83793,-0.48005,-0.41281,-0.12517,5.79437,1.30908,0,0,0,0,0
463,0.23814,-0.39868,-0.43895,-0.55128,0.079,0.30356,6.41597,1.19279,0,0,0,0,0
464,-0.4551,-0.76895,-0.37106,-0.49435,-0.44773,-0.92698,-0.37354,0.1945,0,0,0,0,0
465,0.1731,-0.45748,-0.23135,-0.51324,0.20281,-0.2019,0.50638,1.09257,0,0,0,0,0
466,0.35621,-0.23443,-0.92489,0.10838,0.23071,0.08702,0.52291,1.30119,0,0,0,0,0
467,-0.2789,-0.24942,-0.31138,-0.40615,-0.02686,0.11622,-2.34688,1.63856,-0.32956,0,0,0,0
468,-0.22196,-0.18833,-0.52859,-0.30484,-0.27268,-0.11307,5.85064,1.27613,0,0,0,0,0
469,-0.15408,-0.2024,-0.44505,-0.38024,-0.27342,-0.20887,6.65765,1.42998,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1.04828,1.48406,0.25612,-0.47735,0.23556,0.22742,7.04267,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,-0.55425,0.11797,0.05723,0.09456,0,0,0,0,0,0,0
478,0,0,0,0,0.31981,0.19881,7.06135,0,0,0,0,0,0
479,0,0,-0.08008,-0.98205,-0.02686,0.12678,6.46536,0,0,0,0,0,0
480,0,0,-0.5211,1.33375,-0.13616,0.53554,6.0206,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0,0
482,-0.24893,-0.19302,-0.95829,0.24403,0.27132,-0.03619,0,0.63932,0,0,0,0,0
483,0.22837,0.26562,-0.23965,0.04099,5.39329E-3,0.52273,1.31215,1.09172,0,0,0,0,0
484,-0.12328,-0.09267,-0.55464,-0.20264,0.19328,0.30654,0.48957,1.87373,0,0,0,0,0
485,-0.1567,0.22234,-0.69356,-0.22048,0.61902,0.49084,0,1.6948,0,0,0,0,0
486,-0.10832,-0.86433,-1.19215,-0.05195,-0.05791,0.09517,0,1.19427,-0.52212,0,0,0,0
487,8.61507E-3,-0.2739,-0.4136,-0.26956,-0.10723,0.19761,6.60755,1.51725,-0.18457,0,0,0,0
488,-0.05995,-0.55569,-0.35904,-0.10678,-0.24708,0.5238,1.07833,1.52304,0,0,0,0,0
489,0.39252,-0.65017,-0.04839,-0.48132,0.19164,0.23414,0,1.29616,0,0,0,0,0
490,-0.36005,-0.31625,-0.7494,-0.54474,-0.11014,-0.04118,6.87351,1.29134,0,0,0,0,0
491,-0.4903,-0.26843,-0.72403,-0.95454,0.42452,-0.24253,0.76465,1.1443,0,0,0,0,0
492,-0.45623,-0.10235,-0.05234,-0.13661,-0.08058,0.09207,1.97496,1.6185,0,0,0,0,0
493,-0.10343,-0.11979,-0.15248,-0.31764,-0.31413,0.01554,6.47915,1.8107,-0.25556,0,0,0,0
494,0.20599,0.12785,-0.28665,-0.04443,0.30431,0.34523,7.00737,1.86885,-0.08923,0,0,0,0
495,-0.0231,-0.1613,-0.35329,-0.12934,-0.21302,-0.35046,5.68114,1.56326,0,0,0,0,0
496,0.02833,-0.13594,-0.32307,0.16818,0.20106,0.60329,6.67174,1.97922,0,0,0,0,0
497,-0.49599,8.43585E-3,-0.19939,0.27593,0.35452,0.77086,-0.12223,1.1867,0,0,0,0,0
498,-0.3087,-0.53726,-0.38723,0.40297,0,-0.88936,0,-2.29973,0,0,0,0,0
499,0.42599,0,-0.28315,0.079,0.51231,-0.72573,-1.39074,0,0,0,0,0,0
500,-0.31801,0.41954,-0.75919,-0.46194,0.10989,-0.29349,1.04872,1.45058,-0.50922,0,0,0,0
501,-0.17856,-0.34613,-0.47177,-0.51467,0.01242,-0.04792,6.20148,1.47777,0.25641,0,0,0,0
502,0.02456,0.10227,0.10463,-0.29622,0.28366,-0.39435,0,1.57301,0,0,0,0,0
