TAZ,POP,GQ,HR,RC,HU,HH1,HH2,HH3,HH4,HH5,MILI,GOVT,HOTEL,AG,TCU,INDUS,FIRE,SERV,RETAIL,CSTR,TOTALEMP,TOTALHH,TERMTYPE,TERMTIME,WORK_DAILY,NONWRK_HRLY,PERCWLK,PRV_UNIV_ENROLL,PUB_UNIV_ENROLL,PRV_K12_ENROLL,PUB_K12_ENROLL,SCHOOLS,GQWRK,NONVISRET,VISPRCAUTO,VISPRCTOUR,MILI_BASE,GQTYPE,TD
147,1245,0,0,0,738,299,272,79,21,15,0,0,0,0,3,1,1,79,0,13,97,686,2,3,4.344683,1.905387,100,0,0,0,0,0,0,0,0,0,0,0,3
148,250,0,0,0,118,28,46,23,10,4,0,14,0,0,0,6,1,0,0,16,37,111,2,3,3.826248,1.665859,100,0,0,0,0,0,0,0,0,0,0,0,3
149,241,0,0,0,107,25,39,19,12,6,0,0,0,0,0,0,0,4,0,9,13,101,2,3,3.899291,1.572048,100,0,0,0,0,0,0,0,0,0,0,0,3
150,1196,0,0,0,552,189,165,87,44,43,0,17,0,0,1,7,141,101,72,17,356,528,2,3,3.220969,1.577449,100,0,0,118,0,1,0,72,0,0,0,0,3
151,609,0,0,0,331,133,104,36,25,11,0,74,0,0,0,0,8,308,81,25,496,309,2,3,3.522723,1.41965,100,0,0,0,0,0,0,81,0,0,0,0,3
152,134,7,0,0,47,8,19,4,9,6,0,10,0,0,0,7,17,204,13,22,273,46,3,0.5,3.477647,1.250329,100,0,0,0,0,0,5,13,0,0,0,1,25
153,176,2,0,0,75,18,15,17,11,5,0,12,0,0,0,0,14,246,74,27,373,66,2,3,3.536058,1.315775,100,0,0,0,0,0,1,74,0,0,0,1,25
154,759,6,0,0,419,217,97,47,19,22,0,0,0,0,1,12,55,61,12,24,165,402,2,3,3.984464,1.334453,100,0,0,0,0,0,4,12,0,0,0,3,3
155,956,0,0,0,432,140,118,78,39,33,0,0,0,0,1,0,3,47,3,16,70,408,2,3,4.023149,1.384771,100,0,0,0,0,0,0,3,0,0,0,0,3
156,867,0,0,0,419,134,143,61,33,24,0,0,0,0,0,0,1,9,0,10,20,395,2,3,3.762807,1.10282,100,0,0,0,0,0,0,0,0,0,0,0,3
157,1273,0,0,0,608,218,172,103,52,33,0,0,0,0,0,1,10,10,2,16,39,578,2,3,3.43271,0.852894,100,0,0,0,0,0,0,2,0,0,0,0,3
158,1596,7,0,0,811,312,266,97,61,36,0,0,0,0,7,9,151,222,37,22,448,772,2,3,4.410572,1.296788,100,0,0,0,0,0,5,37,0,0,0,3,3
159,873,13,0,0,451,170,155,58,28,16,0,0,0,0,8,36,36,197,11,15,303,427,2,3,4.235722,1.223584,100,0,0,0,0,0,9,11,0,0,0,3,3
160,337,0,0,0,244,132,55,19,7,2,0,10,0,0,8,42,38,288,154,34,574,215,2,3,4.686312,1.205139,100,0,0,0,0,0,0,154,0,0,0,0,3
161,199,0,0,0,86,20,19,15,12,8,0,0,0,0,0,0,0,53,7,17,77,74,3,0.5,5.030766,1.361844,100,0,0,0,0,0,0,7,0,0,0,0,3
162,147,0,0,0,54,13,13,13,6,7,0,0,0,0,0,0,6,7,8,14,35,52,3,0.5,4.699348,1.448571,100,0,0,0,0,0,0,8,0,0,0,0,3
163,188,0,0,0,98,42,33,13,6,3,0,12,0,0,20,15,61,269,62,30,469,97,2,3,4.514621,1.334839,100,0,0,0,0,0,0,62,0,0,0,0,3
164,466,0,0,0,265,131,63,32,10,13,0,19,0,0,2,6,63,529,128,44,791,249,3,0.5,3.47394,1.310739,100,0,0,0,0,0,0,128,0,0,0,0,3
165,538,119,0,0,208,86,58,35,18,7,0,0,0,0,2,8,23,198,17,16,264,204,3,0.5,3.795225,1.586896,100,0,0,0,0,0,82,17,0,0,0,4,3
166,661,29,0,0,280,66,89,61,33,13,0,28,0,0,3,0,3,2152,0,31,2217,262,3,0.5,3.353653,1.566854,100,0,0,0,0,1,20,0,0,0,0,1,3
167,839,42,0,0,425,173,128,55,23,18,0,10,0,0,31,11,39,114,32,25,262,397,2,3,4.634187,1.262116,100,0,0,0,0,0,29,32,0,0,0,1,3
168,481,0,0,0,226,79,72,20,33,12,0,10,0,0,11,12,6,1645,59,28,1771,216,2,3,2.984797,1.199357,100,0,0,0,850,1,0,59,0,0,0,0,3
169,614,5,0,0,353,155,83,43,24,11,0,19,0,0,20,30,4,194,95,26,388,316,2,3,3.235451,1.188506,100,0,0,0,0,0,3,95,0,0,0,3,3
170,400,0,0,0,219,72,61,36,12,9,0,0,0,0,0,1,9,3,0,16,29,190,2,3,2.796034,1.175613,100,0,0,0,1145,1,0,0,0,0,0,0,3
171,1148,7,0,0,667,350,167,52,42,22,0,7,0,0,1,6,7,24,27,43,115,633,2,3,2.387079,1.109291,100,0,0,0,0,0,5,27,0,0,0,3,3
172,487,0,0,0,253,101,59,27,22,18,0,7,0,0,6,0,19,149,60,21,262,227,2,3,2.314796,1.077263,100,0,0,0,0,0,0,60,0,0,0,0,3
173,293,0,0,0,154,41,50,28,9,6,0,0,0,0,1,0,3,503,17,16,540,134,2,3,2.248937,1.107006,100,0,0,0,0,0,0,17,0,0,0,3,3
174,461,0,0,0,300,158,72,25,12,3,0,0,0,0,9,9,115,182,22,16,353,270,2,3,1.940079,1.065949,100,0,0,0,0,0,0,22,0,0,0,0,3
175,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,13,53,0,2,3,1.863689,1.839024,100,0,0,0,0,0,21,11,0,0,0,3,3
176,0,0,0,0,0,0,0,0,0,0,0,112,0,0,5,34,65,840,2,33,1091,0,2,3,1.633959,2.07673,100,0,0,0,0,0,0,2,0.56,0.28,0,0,3
177,1496,72,0,0,996,360,354,74,22,8,0,17,0,0,15,37,68,909,7,24,1077,818,2,3,1.579749,2.42099,100,0,0,0,0,0,50,7,0.56,0.28,0,4,3
178,224,0,1169,0,128,44,43,14,9,3,0,35,487,4,0,0,69,301,69,5,970,113,2,3,1.449129,1.993182,100,0,0,0,0,0,0,69,0.56,0.28,0,0,3
179,733,0,0,0,462,231,171,30,12,3,0,96,0,27,163,38,430,1121,173,12,2060,447,2,3,1.792774,1.421099,100,0,0,0,0,0,0,173,0,0,0,0,3
180,118,0,0,0,42,5,10,13,12,1,0,14,0,1,5,2,17,120,96,24,279,41,2,3,3.988685,1.132597,100,0,0,0,0,0,0,96,0,0,0,0,3
181,1791,0,0,0,1107,608,280,83,42,35,0,17,0,2,4,42,9,91,19,21,205,1048,2,3,5.048935,1.065808,100,0,0,0,0,0,0,19,1,0,0,0,3
182,1016,0,200,162,668,367,175,49,21,13,0,49,151,20,36,185,61,732,157,21,1412,625,2,3,6.748871,1.026804,100,0,0,0,0,0,0,157,1,0,0,0,3
183,1668,0,0,0,1028,515,301,100,38,18,0,33,0,9,135,9,252,1066,361,20,1885,972,2,3,5.524496,1.147047,100,0,0,0,0,0,0,361,0,0,0,0,3
184,0,0,0,0,0,0,0,0,0,0,0,33,0,5,1,1,271,212,17,30,570,0,2,3,3.945811,1.359757,100,0,0,0,0,0,0,17,0,0,0,0,3
185,0,0,0,0,0,0,0,0,0,0,0,87,0,10,17,33,579,2392,206,11,3335,0,2,3,3.894389,1.409472,100,41,0,0,0,1,0,206,0,0,0,0,3
186,2,0,0,0,1,0,1,0,0,0,0,39,0,4,0,26,13,354,2366,18,2820,1,2,3,2.35976,2.823851,100,0,0,0,0,0,0,1183,0,0,0,0,26
187,48,0,0,0,90,9,11,4,0,1,0,44,0,5,23,23,673,673,175,16,1632,25,2,3,5.796805,1.33517,100,0,0,0,0,0,0,175,0,0,0,0,3
188,1014,0,0,0,541,214,180,72,25,21,0,80,0,6,71,36,945,2727,708,453,5026,512,2,3,6.343897,1.398764,100,0,0,0,0,0,0,708,0,0,0,0,3
189,757,9,0,0,427,195,102,53,30,13,0,51,0,5,14,243,3283,411,184,34,4225,393,2,3,7.170299,1.160135,100,0,0,0,0,0,6,184,1,0,0,3,3
190,1405,38,0,0,862,474,213,72,44,14,0,40,0,1,9,42,116,567,147,35,957,817,2,3,5.478935,1.080082,100,0,0,0,0,0,26,147,0.52,0.34,0,1,3
191,1010,9,0,0,549,193,185,74,41,8,0,42,0,0,0,3,3,372,76,42,538,501,2,3,4.896345,1.323058,100,0,0,236,0,1,6,76,0.52,0.34,0,1,3
192,1153,0,0,0,574,253,137,56,49,41,0,23,0,1,1,27,133,199,154,37,575,536,2,3,5.818799,1.394779,100,0,0,0,0,0,0,154,0.52,0.34,0,0,3
193,308,0,0,19,195,71,42,20,11,8,0,153,8,5,22,134,510,1865,206,34,2937,152,2,3,6.1659,1.379787,100,35,0,0,0,1,0,206,0.52,0.34,0,0,3
194,197,0,39,2,146,97,26,10,2,2,0,23,18,1,2,3,127,901,174,26,1275,137,2,3,4.126202,1.91613,100,0,0,0,0,0,0,174,0.52,0.34,0,0,3
195,622,0,0,0,417,238,105,27,18,4,0,7,0,0,0,1,9,37,0,46,100,392,2,3,4.00493,1.919759,100,0,0,0,588,1,0,0,0.52,0.34,0,0,3
196,1352,34,0,0,754,293,234,76,43,28,0,37,0,0,7,20,9,435,10,34,552,674,2,3,3.077964,2.300955,100,0,0,0,0,0,23,10,0.52,0.34,0,3,3
197,111,11,0,0,36,11,9,5,3,7,0,121,0,4,6,17,73,861,93,26,1201,35,2,3,2.790964,2.297045,100,0,0,0,0,0,8,93,0.52,0.34,0,3,3
198,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,343,26,409,0,2,3,2.521892,2.26464,100,0,0,0,0,0,0,343,0,0,0,0,2
199,2,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,866,0,0,871,1,2,3,3.536824,2.316357,100,0,0,0,1767,2,0,0,0,0,0,3,2
200,419,4,0,0,196,73,58,26,18,14,0,10,0,0,0,15,1,110,43,38,217,189,2,3,4.455688,1.943837,100,0,0,0,0,0,3,43,0,0,0,3,2
201,1919,0,0,0,989,263,333,133,89,39,0,0,0,0,0,11,17,142,4,45,219,857,2,3,4.950156,1.944674,100,0,0,0,0,0,0,4,0,0,0,0,2
202,0,0,0,0,0,0,0,0,0,0,0,51,0,9,71,38,188,617,158,20,1152,0,2,3,5.230209,2.311271,100,0,0,0,0,0,0,158,0,0,0,0,2
203,3,0,0,0,2,0,0,1,0,0,0,17,0,5,96,22,354,102,147,33,776,1,2,3,3.399512,2.48653,100,0,0,0,0,0,0,147,0,0,0,0,2
204,381,0,0,0,248,101,88,18,6,5,0,26,0,8,89,164,28,6147,387,47,6896,218,2,3,2.815927,2.272286,100,0,0,0,0,0,0,387,0,0,0,0,2
205,529,11,0,0,229,72,70,40,25,16,0,32,0,12,171,151,187,865,958,267,2643,223,2,3,3.89328,1.709737,100,0,0,0,0,0,8,958,0,0,0,3,2
206,2795,0,0,0,1964,484,625,196,91,21,0,28,0,9,95,115,100,835,427,157,1766,1417,2,3,4.637263,2.957979,100,0,0,0,0,0,0,427,0,0,0,0,2
207,99,99,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,74,10,16,107,0,2,3,3.562892,0,100,0,0,0,0,0,68,10,0,0,0,3,3
208,0,0,0,0,0,0,0,0,0,0,171,37,0,1,0,1,0,14,3,105,332,0,2,3,4.602661,0.75,100,0,0,0,0,0,0,3,0,0,0,0,2
209,0,0,0,0,0,0,0,0,0,0,0,268,0,9,38,40,3,76,100,26,560,0,2,3,4.802904,0.688566,100,0,0,0,0,0,0,100,0,0,0,3,2
210,223,223,0,0,0,0,0,0,0,0,0,224,0,5,29,145,492,859,342,370,2466,0,2,3,5.211945,0.96944,100,0,0,0,0,0,154,342,0,0,0,3,2
211,432,0,0,0,306,99,111,24,6,3,185,297,0,17,100,81,2,331,116,231,1360,243,2,3,4.645886,1.096255,100,0,0,0,0,0,0,116,0,0,0,0,2
212,0,0,0,0,0,0,0,0,0,0,0,201,0,6,1,63,31,713,94,94,1203,0,2,3,4.144296,1.084093,100,0,0,0,0,0,0,94,0,0,0,0,2
213,617,0,0,0,283,103,95,47,22,16,0,357,0,17,5,419,116,877,151,33,1975,283,2,3,3.671808,1.572806,100,0,0,0,0,0,0,151,0,0,0,0,2
214,389,0,0,0,339,289,46,0,2,0,0,121,0,4,45,17,2,326,55,75,645,337,2,3,4.11556,1.222614,100,0,0,0,0,0,0,55,0,0,0,0,2
215,685,6,0,0,357,121,153,43,27,3,0,393,0,6,62,57,1102,1440,33,22,3115,347,2,3,3.8621,1.574935,100,0,0,0,0,0,4,33,0,0,0,3,2
216,461,10,0,0,238,78,98,31,16,4,0,302,0,19,14,119,43,663,129,71,1360,227,2,3,2.905466,1.903555,100,0,0,0,0,0,7,129,0,0,0,3,2
217,649,0,0,0,441,207,151,28,10,3,0,306,0,6,542,7,14,387,192,40,1494,399,2,3,3.053915,2.109496,100,0,0,0,0,0,0,192,0,0,0,0,2
218,514,0,0,0,296,119,102,39,11,6,0,199,0,2,416,1,5,73,65,48,809,277,2,3,3.79296,1.673082,100,0,0,0,0,0,0,65,0,0,0,0,2
219,0,0,0,0,0,0,0,0,0,0,0,94,0,1,6,2,243,527,43,30,946,0,2,3,3.658455,1.854665,100,0,0,0,0,0,0,43,0,0,0,0,2
220,203,10,0,0,125,68,36,15,2,0,0,1920,0,1,39,10,953,2485,46,26,5480,121,2,3,3.374198,2.145361,100,0,0,0,0,0,7,46,0,0,0,3,1
221,2065,0,0,0,1150,586,295,106,67,51,0,678,0,1,8,43,27,755,59,44,1615,1105,2,3,3.881512,2.246792,100,0,0,0,0,0,0,59,0,0,0,0,1
222,331,0,0,0,146,45,34,27,12,15,0,44,0,0,0,0,2,258,2,21,327,133,2,3,5.951264,2.234402,100,0,0,0,0,1,0,2,0,0,0,0,6
223,183,19,0,0,67,21,19,14,7,6,0,489,0,1,8,0,112,2220,51,33,2914,67,1,5,6.242656,2.166803,100,0,0,729,0,1,13,51,0,0,0,3,1
224,61,61,0,0,0,0,0,0,0,0,0,1324,0,1,412,14,41,6177,10,31,8010,0,2,3,4.82787,2.215789,100,0,0,0,0,0,42,10,0,0,0,4,1
225,0,0,0,0,0,0,0,0,0,0,0,1534,0,4,189,0,4,76,20,25,1852,0,1,5,4.386523,1.991335,100,0,0,0,0,0,0,20,0,0,0,0,1
226,0,0,0,0,0,0,0,0,0,0,0,1060,0,4,0,0,0,67,19,22,1172,0,1,5,6.356466,2.03007,100,0,0,0,390,0,0,19,0,0,0,0,1
227,0,0,0,0,0,0,0,0,0,0,0,633,0,2,0,0,9,510,13,21,1188,0,1,5,6.401915,1.907436,100,0,0,0,0,0,0,13,0,0,0,0,1
228,0,0,0,0,0,0,0,0,0,0,0,1529,0,6,34,44,145,957,83,20,2818,0,1,5,6.55029,1.790267,100,0,0,0,0,0,0,83,0,0,0,0,1
229,0,0,0,0,0,0,0,0,0,0,0,1018,0,4,20,4,8,814,21,21,1910,0,1,5,4.744975,1.812708,100,0,0,0,0,0,0,21,0,0,0,0,1
230,253,253,0,0,0,0,0,0,0,0,0,178,0,1,1,0,123,202,22,29,556,0,1,5,4.887172,1.771719,100,0,0,0,0,1,175,22,0,0,0,3,1
231,402,132,0,0,242,201,31,1,1,0,0,318,0,1,12,3,262,91,101,25,813,234,2,3,5.285785,1.726907,100,0,0,0,0,0,91,101,0,0,0,3,1
232,0,0,0,0,0,0,0,0,0,0,0,731,0,2,0,34,0,39,15,30,851,0,2,3,5.370677,1.461911,100,0,0,0,230,0,0,15,0,0,0,0,1
233,0,0,0,0,0,0,0,0,0,0,0,1810,0,8,169,11,922,923,38,20,3901,0,2,3,5.442739,1.350297,100,0,0,0,0,0,0,38,0,0,0,0,1
234,0,0,0,0,0,0,0,0,0,0,0,542,0,12,425,52,80,302,66,20,1499,0,2,3,5.984288,1.254564,100,0,0,0,0,0,0,66,0,0,0,0,2
235,0,0,0,0,0,0,0,0,0,0,0,489,0,10,0,0,0,0,133,21,653,0,1,5,8.321737,1.98858,100,0,0,0,0,0,0,133,0,0,0,0,1
236,0,0,0,0,0,0,0,0,0,0,0,149,0,4,294,43,218,429,21,18,1176,0,1,5,8.413157,2.00217,100,0,0,0,0,0,0,21,0,0,0,0,1
237,0,0,0,0,0,0,0,0,0,0,0,1454,0,6,5,0,63,114,30,20,1692,0,1,5,6.583077,1.762274,100,0,0,0,0,0,0,30,0,0,0,0,1
238,534,0,0,0,351,130,144,26,7,2,0,39,0,1,0,0,435,356,3,18,852,309,1,5,7.766582,2.009531,100,0,0,0,0,0,0,3,0,0,0,0,1
239,0,0,0,0,0,0,0,0,0,0,0,530,0,9,248,13,547,1839,48,0,3234,0,1,5,8.260498,2.050889,100,0,0,0,0,0,0,48,0,0,0,0,1
240,0,0,0,0,0,0,0,0,0,0,0,526,0,9,44,0,1837,2093,48,0,4557,0,1,5,8.214167,2.112092,100,0,0,0,0,0,0,48,0,0,0,0,1
241,0,0,0,0,0,0,0,0,0,0,0,329,0,5,241,9,713,660,56,12,2025,0,1,5,7.740964,2.115324,100,0,0,0,0,0,0,56,0,0,0,0,1
242,27,27,0,0,0,0,0,0,0,0,0,633,0,10,27,0,1020,766,65,0,2521,0,1,5,7.636415,2.230893,100,0,0,0,614,0,19,65,0,0,0,3,1
243,0,0,0,0,0,0,0,0,0,0,0,744,0,13,565,23,788,3646,68,0,5847,0,1,5,8.129025,2.269359,100,0,0,0,0,0,0,68,0,0,0,0,1
244,60,0,0,0,37,6,12,4,2,2,0,339,0,5,405,0,190,513,69,11,1532,26,1,5,7.581075,2.472867,100,0,0,0,0,0,0,69,0,0,0,0,1
245,0,0,0,0,0,0,0,0,0,0,0,380,0,6,1,0,0,16,34,7,444,0,1,5,7.096529,2.37773,100,0,0,0,0,0,0,34,0,0,0,0,1
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,1,5,6.431316,2.223783,100,0,0,0,394,1,0,0,0,0,0,0,1
247,34,0,0,0,34,34,0,0,0,0,0,35,0,0,0,0,0,269,0,24,328,34,2,3,5.730615,2.337832,100,0,0,0,317,0,0,0,0,0,0,0,6
248,1000,7,0,0,604,280,220,53,17,9,0,14,0,0,6,2,0,42,0,19,83,579,2,3,5.9262,2.37709,100,0,0,0,0,0,5,0,0,0,0,3,6
249,47,0,0,0,30,18,10,1,0,1,0,35,0,0,0,11,56,106,167,58,433,30,2,3,7.420864,2.270973,100,0,0,0,0,0,0,167,0,0,0,0,1
250,777,0,0,0,392,102,169,59,36,3,0,60,0,0,1,1,3,182,18,23,288,369,1,5,7.165528,2.29236,100,0,0,0,0,1,0,18,0,0,0,0,1
251,1574,0,0,0,907,401,293,106,46,15,0,12,0,0,16,0,44,251,1,18,342,861,1,5,7.745642,2.292311,100,0,0,0,0,0,0,1,0,0,0,0,1
252,30,27,0,0,3,3,0,0,0,0,0,619,0,10,142,68,1646,3929,256,1,6671,3,1,5,8.195791,2.320646,100,5132,0,0,0,6,19,256,0,0,0,3,1
253,28,28,0,0,0,0,0,0,0,0,0,49,0,4,0,0,0,166,45,29,293,0,1,5,8.36762,2.213788,100,0,0,0,0,0,19,45,0,0,0,3,1
254,308,0,0,0,200,107,65,18,3,1,0,46,0,1,0,0,356,24,22,20,469,194,1,5,8.501675,2.154186,100,0,0,0,0,0,0,22,0.52,0.34,0,0,1
255,315,0,0,116,232,105,73,13,5,1,0,516,49,9,90,101,208,871,198,0,2042,197,1,5,8.427567,2.220216,100,37,0,0,0,2,0,198,0.52,0.34,0,0,1
256,224,29,0,0,118,40,53,11,4,0,0,669,0,13,131,61,1860,3721,82,0,6537,108,1,5,8.397871,2.115659,100,0,0,0,0,0,20,82,0,0,0,3,1
257,0,0,0,0,0,0,0,0,0,0,0,69,0,1,880,134,609,722,393,22,2830,0,1,5,8.407062,2.007178,100,0,0,0,0,0,0,393,0,0,0,0,1
258,26,26,0,0,0,0,0,0,0,0,0,137,0,2,3,22,101,580,21,18,884,0,1,5,8.51177,2.089749,100,0,0,0,0,0,18,21,0,0,0,3,1
259,0,0,0,0,0,0,0,0,0,0,0,21,0,26,0,4,0,27,39,13,130,0,1,5,8.733877,2.139845,100,0,0,0,0,0,0,39,0,0,0,0,7
260,3,0,0,0,1,0,0,1,0,0,0,39,0,8,12,4,45,172,26,17,323,1,1,5,8.619741,2.115491,100,0,0,0,0,0,0,26,0,0,0,0,1
261,698,0,0,0,349,149,86,54,22,24,0,17,0,4,1,41,164,58,54,36,375,335,1,5,8.613054,2.186084,100,351,0,0,0,1,0,54,0,0,0,0,1
262,377,0,0,0,264,142,72,11,9,4,0,7,0,1,0,44,16,26,47,19,160,238,1,5,8.619802,2.195746,100,0,0,0,0,0,0,47,0,0,0,0,1
263,0,0,0,0,0,0,0,0,0,0,0,19,0,4,4,41,87,171,50,27,403,0,1,5,8.402413,2.144135,100,0,0,0,0,0,0,50,0,0,0,0,1
264,548,31,0,0,255,103,80,41,18,11,0,12,0,1,0,8,41,177,83,41,363,253,1,5,8.413704,2.195845,100,0,0,0,0,0,21,83,0,0,0,3,1
265,1667,269,0,0,726,269,174,102,57,44,0,10,0,1,0,6,43,100,70,17,247,646,2,3,8.612225,2.211573,100,0,0,0,0,0,186,70,0,0,0,3,1
266,0,0,0,0,0,0,0,0,0,0,0,21,0,2,3,6,41,313,137,26,549,0,2,3,8.121611,2.206468,100,0,0,0,0,0,0,137,0,0,0,0,1
267,3090,0,0,0,1586,610,534,214,125,52,0,0,0,0,1,0,120,63,0,0,184,1535,1,5,8.198283,2.187647,100,0,0,0,0,0,0,0,0,0,0,0,1
268,0,0,0,0,0,0,0,0,0,0,0,16,0,1,8,0,0,45,6,44,120,0,2,3,7.740845,2.256695,100,0,0,0,0,0,0,6,0,0,0,0,1
269,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,87,7,20,135,0,2,3,7.53539,2.26157,100,0,0,0,0,0,0,7,0,0,0,0,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,19,0,2,3,5.969385,2.340277,100,0,0,0,0,0,0,0,0,0,0,0,6
271,1129,0,0,0,568,241,124,75,47,38,0,72,0,0,1,7,16,175,65,27,363,525,3,0.5,3.132993,2.195063,100,0,0,313,872,2,0,65,0,0,0,0,6
272,2158,21,0,0,850,221,247,121,91,109,0,39,0,0,2,3,10,104,89,24,271,789,3,0.5,3.130767,2.375101,100,0,0,0,0,0,15,89,0,0,0,3,6
273,2304,2,0,0,1069,343,356,156,93,68,0,23,0,0,3,2,8,70,2,26,134,1016,3,0.5,0,0,100,0,0,0,1043,2,1,2,0,0,0,3,24
274,1661,0,0,0,908,376,282,101,56,33,0,21,0,0,4,6,12,199,0,21,263,848,3,0.5,4.153544,2.294781,100,0,0,0,0,1,0,0,0,0,0,0,24
275,2905,0,0,0,1616,672,562,166,83,49,0,10,0,0,1,2,34,94,1,18,160,1532,3,0.5,2.023958,2.413572,100,0,0,0,0,0,0,1,0,0,0,0,24
276,2625,0,0,0,1419,590,440,178,80,54,0,85,0,0,5,3,5,228,8,53,387,1342,3,0.5,2.239214,2.244119,100,0,0,217,0,1,0,8,0,0,0,0,24
277,2233,0,0,0,1198,502,377,134,69,54,0,0,0,0,0,4,3,121,2,21,151,1136,3,0.5,1.995704,2.053659,100,0,0,87,0,1,0,2,0,0,0,0,24
278,3544,0,0,0,1799,665,548,237,128,93,0,0,0,0,2,5,28,113,38,23,209,1671,2,3,4.724283,1.028136,100,0,0,0,0,0,0,38,0,0,0,0,24
279,913,80,0,0,563,278,135,42,26,10,0,26,0,0,3,0,7,435,8,23,502,491,2,3,2.959211,1.541917,100,0,0,683,0,2,55,8,0,0,0,3,24
280,3250,0,0,0,1924,874,592,210,79,43,0,0,0,0,2,0,7,89,11,36,145,1798,3,0.5,2.294457,1.82,100,0,0,0,0,0,0,11,0,0,0,0,24
281,4716,285,0,0,2398,963,783,275,164,74,0,37,0,0,3,16,16,916,0,34,1022,2259,2,3,1.5,0,100,0,0,162,0,2,197,0,0,0,0,3,24
282,1132,5,0,0,405,54,122,82,74,52,0,0,0,0,2,2,34,103,0,43,184,384,3,0.5,1.5,0,100,0,0,206,1442,2,3,0,0,0,0,3,24
283,836,9,0,0,347,78,114,49,39,36,0,26,0,0,2,11,6,124,22,17,208,316,3,0.5,0,0,100,0,0,0,0,0,6,22,0,0,0,1,24
284,1717,0,0,0,382,38,66,57,40,163,0,0,0,0,14,4,4,31,0,16,69,364,3,0.5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,24
285,3445,5,0,0,1279,266,352,245,166,175,0,0,0,8,8,9,40,80,27,31,203,1204,3,0.5,0,0,100,0,0,0,314,1,3,27,0,0,0,3,6
286,2764,12,0,0,1031,173,327,198,150,125,0,35,0,4,7,10,18,514,35,44,667,973,3,0.5,0,0,100,0,0,1320,380,3,8,35,0,0,0,3,6
287,933,33,0,0,386,81,135,70,43,29,0,0,0,0,2,0,8,145,8,11,174,358,3,0.5,0,0,100,0,0,0,0,0,23,8,0,0,0,4,6
288,1448,15,0,0,855,394,293,78,28,19,0,19,0,0,3,41,3,173,11,24,274,812,3,0.5,3.125,0,100,0,0,0,0,0,10,11,0,0,0,3,6
289,625,6,0,0,223,38,74,42,27,35,0,33,0,0,3,0,6,138,2,23,205,216,3,0.5,4.25,5,100,0,0,0,0,0,4,2,0,0,0,3,6
290,1980,0,0,0,669,128,174,109,105,122,0,10,0,0,1,3,18,47,2,16,97,638,3,0.5,0,0,100,0,0,0,0,0,0,2,0,0,0,0,6
291,250,83,0,0,66,13,24,13,9,5,0,16,0,0,0,0,33,89,42,19,199,64,3,0.5,0,0,100,0,0,0,0,0,57,42,0,0,0,3,6
